CDIV	BLDG	EUSE	SUM_NBLDGS	EQUIP	GRND	INFIL	ROOF	WALL	WIND_COND	WIND_SOL	PEOPLE
3	1	HEAT	15065840.805479998	0.0061410469153793485	0.09196693453140757	0.400072215656737	0.07348824308132244	0.3663343120111031	0.13072597652958304	-0.06872872872553253	0.0
3	1	COOL	15065840.805479998	0.4996085160749448	-0.054600069482864645	-0.05916899390231813	0.047043769210548474	0.30345654419858675	-0.0361235645978025	0.2997837984989053	0.0
3	2	HEAT	5084603.32554	-0.07332545156150573	0.10497650130479197	0.5557731686042928	0.09110873516983907	0.22397035059100331	0.18219211646082295	-0.08469542056924434	0.0
3	2	COOL	5084603.32554	0.7258606068004045	-0.0481161565460809	-0.12492592645294079	0.10138875956725578	0.028895787712556333	-0.07781790126508065	0.39471483018388565	0.0
3	3	HEAT	811967.2253999999	0.029016854746805265	0.31700349180674414	0.31945408655046537	0.081582321495388	0.19985210080755506	0.1538595696324936	-0.10076842503945128	0.0
3	3	COOL	811967.2253999999	0.7045255274451758	-0.15220691370234252	-0.07126698581016709	0.05027839696398369	0.10451551693219822	-0.04645947213074848	0.4106139303019003	0.0
4	1	HEAT	7083234.57852	0.002672351102578415	0.09819396269399672	0.4214032290681693	0.06785764604639728	0.34292957714176936	0.13811119824518298	-0.07116796429809404	0.0
4	1	COOL	7083234.57852	0.46866140603770967	-0.028237275274680805	-0.021466634959351777	0.045899582594230826	0.28588805529081707	-0.022482007804256028	0.27173687411553105	0.0
4	2	HEAT	1953687.5013599996	-0.08775291748109917	0.10565373148901604	0.5819476048662328	0.1071146440288998	0.1898881214854797	0.19081745099542172	-0.08766863538395085	0.0
4	2	COOL	1953687.5013599996	0.6895623809002857	-0.03995668816634438	-0.09584598739766745	0.1072794498843276	0.04675761577661576	-0.06307176914289696	0.3552749981456797	0.0
4	3	HEAT	448692.59213999996	0.05346994523922185	0.31525862059345944	0.3239119262700259	0.07450652628416088	0.18414864873644696	0.14943231749719268	-0.10072798462050768	0.0
4	3	COOL	448692.59213999996	0.5962750095474487	-0.09303223572959801	-0.03129967777185598	0.05420243886084132	0.1251292169364683	-0.022858217657360163	0.37158346581405577	0.0
5	1	HEAT	18733101.952859998	-0.011590059386061747	0.09223767794089076	0.42791891326672865	0.12041511304864351	0.3200295576270577	0.18104586416350993	-0.13005706666076883	0.0
5	1	COOL	18733101.952859998	0.49291358195876694	0.07996904431097596	-0.0007888557977274621	0.058771786581239674	0.14002510102917323	-0.008743860170552849	0.23785320208812455	0.0
5	2	HEAT	6746280.59538	-0.20101537400959602	0.0783533063751214	0.6555203367388157	0.11215857946675185	0.24580203539696452	0.27407728949445764	-0.164896173462515	0.0
5	2	COOL	6746280.59538	0.5858331078812785	0.031105963649352742	-0.00893491307828422	0.08345179260362637	0.04649191366293869	-0.009940609797821513	0.27199274507890947	0.0
5	3	HEAT	2568249.8508599997	-0.009877342252872229	0.35877020879791816	0.30136723151671224	0.11806980651308747	0.21731528483122653	0.19545574278205724	-0.18110093218812937	0.0
5	3	COOL	2568249.8508599997	0.5691563133318426	-0.04720687343190537	-0.0019496275405503343	0.07101076594109859	0.11033717441361268	-0.007650744971220817	0.30630299225712265	0.0
6	1	HEAT	6011288.856179999	-0.00011548397607435477	0.09913115276794954	0.40228436350996866	0.1117489162691391	0.3295198332226759	0.1710756450771182	-0.11364442687077714	0.0
6	1	COOL	6011288.856179999	0.4763650392955903	0.050958706940941075	-0.005372266962825852	0.058068070603834274	0.21318350414127332	-0.012743883639497727	0.21954082962068464	0.0
6	2	HEAT	1489351.5039600001	-0.17851198493657344	0.09693573235330334	0.5533743887584771	0.12130636073067202	0.2884392277326317	0.26461960416011376	-0.14616332879862445	0.0
6	2	COOL	1489351.5039600001	0.6246558728086623	0.012190784637591054	-0.03324611114290212	0.07896778704184113	0.0838313137296796	-0.03106658492881883	0.26466693785394685	0.0
6	3	HEAT	1019304.4220999999	-0.021893455598341147	0.35189302920811305	0.3169423002242277	0.10949709662671794	0.21134635869437404	0.19285077431891812	-0.16063610347400964	0.0
6	3	COOL	1019304.4220999999	0.6284626493944724	-0.06377106214939932	-0.014748199630067677	0.0573693849155014	0.118000936750376	-0.016771025891903355	0.2914573166110206	0.0
7	1	HEAT	10898487.30582	-0.011046255983421273	0.08762540714350978	0.4169292265531924	0.15236326396091143	0.28836538004182505	0.2206965689841104	-0.15493359070012777	0.0
7	1	COOL	10898487.30582	0.4714174179832898	0.09284401742743638	0.0231268346113319	0.06600943525709008	0.1301218350445754	0.0022470730349769086	0.21423338664129965	0.0
7	2	HEAT	3583581.34464	-0.3324390018048559	0.061321320304150995	0.7119009087087887	0.12965711239244943	0.2715368496517825	0.36068121347154797	-0.20265840272386362	0.0
7	2	COOL	3583581.34464	0.6053181124044276	0.035036280290968114	0.003289862281041875	0.0655161436651198	0.05539718417181853	-0.008707447114301757	0.2441498643009258	0.0
7	3	HEAT	1381834.1312999998	-0.06422391103417355	0.3667594434372636	0.30877412880167004	0.1294126846409102	0.233343040183015	0.2180769228484378	-0.19214230887712314	0.0
7	3	COOL	1381834.1312999998	0.5778996709688249	-0.015394552341912029	0.009611012561101953	0.06709081548244163	0.09289306712721226	0.0010885506589777545	0.26681143554335346	0.0
8	1	HEAT	6971992.58556	-0.022414030497524395	0.11929941742660394	0.3460077518530895	0.11761695687384195	0.3956979731476278	0.20500218676679793	-0.16121025557043686	0.0
8	1	COOL	6971992.58556	0.5039857224092251	0.073474350413347	-0.053484636280856715	0.05637581775789197	0.14736925678560708	-0.033955831858517256	0.3062353207733027	0.0
8	2	HEAT	2203733.6774999998	-0.246280366888778	0.11456736884664571	0.5481845167571987	0.14095937555729524	0.3159665996238214	0.3202590752036504	-0.19365656909983361	0.0
8	2	COOL	2203733.6774999998	0.638910633627355	0.011159137765784694	-0.07138103196611638	0.08634512858237006	0.04175591713968994	-0.054635995895520574	0.34784621074643707	0.0
8	3	HEAT	833818.33116	-0.08921391196091238	0.45797841117101573	0.2669067492186685	0.1192977166688761	0.25495725742486997	0.19871699656137323	-0.20864321908389136	0.0
8	3	COOL	833818.33116	0.6297343170163374	-0.09236647073988635	-0.06802776151441657	0.07833367626249747	0.10593893918886298	-0.052095758046334394	0.3984830578329395	0.0
9	1	HEAT	12447184.42656	-0.16571532927028138	0.116543562783093	0.38579091299093515	0.179158447421054	0.468580305747044	0.23419075081603913	-0.218548650487884	0.0
9	1	COOL	12447184.42656	0.7588647335789275	-0.055956049205720435	-0.2419303753446528	0.07216659720433445	0.03875818188823323	-0.17838189049015138	0.6064788023690294	0.0
9	2	HEAT	5694944.4387	-0.6873454006920866	0.15497701733303842	0.7273662424680919	0.1612387679657898	0.5399206074168535	0.4282097657340964	-0.3243670002257834	0.0
9	2	COOL	5694944.4387	1.255604649587662	-0.10078069684986604	-0.4724742288637792	0.08012285623763463	-0.1554356094194411	-0.32122364586231933	0.7141866751701089	0.0
9	3	HEAT	885218.0913	-0.22345489789297196	0.4771997754791003	0.30081860368294394	0.14419448201969504	0.3268726071560974	0.2170651312896189	-0.24269570173448354	0.0
9	3	COOL	885218.0913	0.8687977598291359	-0.35430109015260985	-0.22919871929295543	0.10780363648701059	0.07844388667832482	-0.1882321681856593	0.7166866946367533	0.0
