End use,CDIV,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,AK,HI
water heating,7,0.0,0.092706349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134740739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084497975,0.0,0.0,0.0,0.0,0.0,0.0,0.688054937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
water heating,8,0.0,0.0,0.432615308,0.0,0.16096592,0.0,0.0,0.0,0.0,0.0,0.0,0.093674344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053882923,0.0,0.0,0.0,0.0,0.0,0.068098578,0.114470172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050530759,0.0,0.0,0.0,0.0,0.0,0.025761996,0,0
water heating,9,0.0,0.0,0.0,0.482798737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.190917401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326283862,0.0,0.0,0.0,0,0
cooking,1,0.0,0.0,0.0,0.0,0.0,0.239499053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.454467206,0.0,0.097133758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.092141505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071785161,0.0,0.0,0.0,0.0,0.0,0.0,0.044973317,0.0,0.0,0.0,0.0,0,0
cooking,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208450083,0.0,0.0,0.469571514,0.0,0.0,0.0,0.321978403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
cooking,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.264404789,0.138875913,0.0,0.0,0.0,0.0,0.0,0.0,0.214019727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.254968434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127731137,0.0,0.0,0,0
cooking,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.150323133,0.0,0.0,0.0,0.134653407,0.0,0.0,0.0,0.0,0.0,0.0,0.260247292,0.288488211,0.0,0.0,0.0,0.036385635,0.089857467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040044855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
cooking,5,0.0,0.0,0.0,0.0,0.0,0.0,0.011783482,0.015027308,0.320216393,0.155745095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093055311,0.0,0.0,0.0,0.0,0.0,0.0,0.162999658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078494367,0.0,0.0,0.0,0.0,0.131659948,0.0,0.0,0.0,0.031018437,0.0,0,0
cooking,6,0.256173575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.239824245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.151367553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.352634627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
cooking,7,0.0,0.083715432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125447772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.107321966,0.0,0.0,0.0,0.0,0.0,0.0,0.68351483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
