End use,CDIV,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
refrigeration,5,0,0,0,0,0,0,0,0.010476431275527597,0.01151296952809177,0.31292575492616803,0.16424653804675632,0,0,0,0,0,0,0,0,0,0.07916987038589401,0,0,0,0,0,0,0.1665329270815287,0,0,0,0,0,0,0,0,0,0,0,0,0.1026795812988428,0,0,0,0,0.1099188950542627,0,0,0,0.04253703240292794,0
refrigeration,6,0,0.25316914595654016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23073906558754242,0,0,0,0,0,0,0,0.1614005913546406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35469119710127683,0,0,0,0,0,0,0,0
refrigeration,7,0,0,0.0854526834264037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11593378290894302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1297561774331113,0,0,0,0,0,0,0.668857356231542,0,0,0,0,0,0,0
refrigeration,8,0,0,0,0.2420486094374142,0,0.24213298498963112,0,0,0,0,0,0,0,0.08704054442015731,0,0,0,0,0,0,0,0,0,0,0,0,0.06440089812958645,0,0,0,0,0,0.10684823814058977,0.10085198678060943,0,0,0,0,0,0,0,0,0,0,0.1241166901855211,0,0,0,0,0,0.03256004791649052
refrigeration,9,0.01724118811115804,0,0,0,0.7042642129419935,0,0,0,0,0,0,0.0213170749167615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11078270206804555,0,0,0,0,0,0,0,0,0,0.14639482196204137,0,0,0
plug loads,1,0,0,0,0,0,0,0.27003232906171737,0,0,0,0,0,0,0,0,0,0,0,0,0.3986738360501731,0,0.11222787884263112,0,0,0,0,0,0,0,0,0.09873931602749395,0,0,0,0,0,0,0,0,0.08529712001899081,0,0,0,0,0,0,0.03502951999899376,0,0,0,0
plug loads,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24659238436070052,0,0,0.40873379351734224,0,0,0,0.3446738221219573,0,0,0,0,0,0,0,0,0,0,0,0
plug loads,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216933708057838,0.1428527377170939,0,0,0,0,0,0,0.23135615316279778,0,0,0,0,0,0,0,0,0,0,0,0,0.28440983263009734,0,0,0,0,0,0,0,0,0,0,0,0,0.12444756843217304,0,0
plug loads,4,0,0,0,0,0,0,0,0,0,0,0,0,0.13438423245997755,0,0,0,0.1583049272810722,0,0,0,0,0,0,0.24828244745019684,0.2981110912962414,0,0,0,0.033607540178132576,0.09412819878285593,0,0,0,0,0,0,0,0,0,0,0,0.03318156255152348,0,0,0,0,0,0,0,0,0
plug loads,5,0,0,0,0,0,0,0,0.012034066787048167,0.012463583554377235,0.34378997195224603,0.15818794021200921,0,0,0,0,0,0,0,0,0,0.0761866440600048,0,0,0,0,0,0,0.16308824669726107,0,0,0,0,0,0,0,0,0,0,0,0,0.10113240474412226,0,0,0,0,0.10141484648925427,0,0,0,0.03170229550367692,0
plug loads,6,0,0.26497060769296044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2099953382168288,0,0,0,0,0,0,0,0.13028493694774157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39474911714246913,0,0,0,0,0,0,0,0
plug loads,7,0,0,0.08344803211134062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12427793595903251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12382597830799974,0,0,0,0,0,0,0.6684480536216271,0,0,0,0,0,0,0
plug loads,8,0,0,0,0.24984486566000882,0,0.24503779172865212,0,0,0,0,0,0,0,0.10204624245015977,0,0,0,0,0,0,0,0,0,0,0,0,0.04061461069651011,0,0,0,0,0,0.09900763602681169,0.11662973919144928,0,0,0,0,0,0,0,0,0,0,0.12663620731049852,0,0,0,0,0,0.020182906935909732
plug loads,9,0.010721592450151744,0,0,0,0.7309458848016511,0,0,0,0,0,0,0.017234425813494183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10214694652380185,0,0,0,0,0,0,0,0,0,0.13895115041090117,0,0,0
